"vague","grappe","s02q01","s02q02","s02q02_autre","s02q03","s02q03_unite","s02q04__0","s02q04__1","s02q04__2","s02q04__3","s02q04__4","s02q04__5","s02q04__6","s02q04__7","s02q04__8","s02q04__9","s02q04__10","s02q04__11","s02q04_autre"
2,262,1,,,,,0,0,0,0,0,0,0,0,1,0,0,2,"MATERIAUX"
2,262,2,4,,15,1,0,0,0,0,0,1,0,0,0,2,0,0,
2,262,1,,,,,0,0,0,0,0,0,0,1,2,0,0,0,
2,262,2,4,,15,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,262,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,262,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
2,262,2,4,,15,1,0,0,0,0,1,2,0,0,0,0,0,0,
2,262,2,1,,10,1,0,0,0,0,0,0,0,0,0,1,0,0,
2,262,2,4,,15,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,262,2,4,,1,2,0,1,0,0,0,0,0,0,0,0,0,0,
2,262,2,8,"NE SAIT PAS",0,3,0,0,0,0,0,0,0,0,0,0,0,1,"NE SAIT PAS"
2,262,2,4,,15,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,262,2,1,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,262,2,4,,15,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,262,1,,,,,0,0,0,0,0,0,0,1,0,0,0,2,"MARCHE FERME"
2,262,2,8,"NE SAIT PAS",0,3,0,0,0,0,0,0,0,0,0,0,0,1,"NE SAIT PAS"
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,263,1,,,,,0,1,0,0,0,0,0,0,0,2,0,0,
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"0"
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste"
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,263,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"0"
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,263,1,,,,,0,0,2,0,0,0,0,0,1,0,0,0,
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,263,1,,,,,0,1,0,0,2,0,0,0,0,0,0,0,
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"0"
1,263,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,263,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,264,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,264,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,264,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,264,2,8,"NE SAIT PAS",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"N EXISTE PAS"
2,264,1,,,,,0,0,0,0,0,1,2,0,0,0,0,0,
2,264,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,264,2,3,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,264,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,264,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,264,1,,,,,0,0,0,0,0,0,0,0,0,1,0,0,
2,264,2,3,,10,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,264,2,1,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,264,1,,,,,0,0,2,0,0,0,0,0,0,1,0,0,
2,264,2,8,"PAS BESOIN",0,3,0,0,0,0,0,0,0,0,0,0,0,1,"PAS D AGRICULTURE"
2,264,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,264,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"PROBLEME DE PRISE EN CHARGE POUR LES VICTIMES"
2,264,2,3,,10,1,0,0,0,0,0,0,1,0,2,0,0,0,
2,264,2,8,"PAS BESION",0,3,0,0,0,0,0,0,0,0,0,0,0,1,"N EXISTE PAS"
2,264,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,264,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
2,264,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,264,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"MANQUE DE LOCALE"
2,264,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,264,1,,,,,0,0,0,0,0,0,2,0,0,1,0,0,
2,264,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
2,264,2,3,,10,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,265,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"problème de connexion"
1,265,2,8,"0",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,265,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,265,1,,,,,0,0,1,0,0,0,0,0,0,2,0,0,
1,265,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,265,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,265,1,,,,,0,0,1,0,0,0,0,0,2,0,0,0,
1,265,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,265,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,265,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,265,1,,,,,0,0,0,0,1,0,0,0,0,2,0,0,
1,265,2,8,"0",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,265,1,,,,,0,0,2,0,0,0,0,0,1,0,0,0,
1,265,2,8,"0",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"0"
1,265,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,265,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,265,2,8,"n existe pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n existe pas"
1,265,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,265,1,,,,,0,0,0,0,0,0,0,0,1,0,0,2,"nombre plétorique"
1,265,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,265,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,265,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"Manque de financement et appuis gouvernementale"
1,265,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,265,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,265,1,,,,,0,0,1,0,0,0,0,0,0,2,0,0,
1,265,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,266,1,,,,,0,0,0,0,0,1,0,0,2,0,0,0,
2,266,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,266,2,4,,99,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,266,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,266,2,4,,999,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,266,2,1,,99,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,266,1,,,,,0,1,0,0,0,0,0,0,2,0,0,0,
2,266,1,,,,,0,0,0,0,0,0,2,0,0,0,0,1,"insécuté"
2,266,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
2,266,1,,,,,0,1,0,0,0,0,2,0,0,0,0,0,
2,266,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
2,266,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
2,266,1,,,,,0,1,0,0,0,0,0,0,0,0,0,0,
2,266,2,4,,45,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,266,1,,,,,0,0,0,0,0,0,0,0,1,0,0,2,"nombre de classe insuffusant"
2,266,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"insecurité"
2,266,1,,,,,0,0,0,0,0,1,0,0,0,0,2,0,
2,266,1,,,,,0,1,0,0,0,0,0,2,0,0,0,0,
2,266,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,266,2,1,,25,1,0,2,0,0,0,0,0,0,0,0,0,1,"pollution sonnore"
2,266,2,4,,45,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,266,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,266,1,,,,,0,0,0,0,0,0,1,0,0,0,0,2,"manque d'equipement"
2,266,1,,,,,0,0,0,0,1,0,0,0,0,0,0,2,"manque de liquidité"
2,266,1,,,,,0,0,0,1,0,0,0,0,0,2,0,0,
2,266,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"0",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"0"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"Manque d os d âne"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,1,,,,,0,0,0,0,0,0,1,0,0,0,0,2,"insecurité à cause de manque dos d âne et manque d éclairage"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,267,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
2,268,2,3,,15,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,268,2,3,,20,1,0,1,0,0,0,0,0,0,0,2,0,0,
2,268,2,3,,15,1,0,0,0,0,1,0,0,0,0,2,0,0,
2,268,2,3,,30,1,0,1,0,0,0,0,0,0,0,2,0,0,
2,268,2,3,,15,1,0,0,0,0,0,0,0,0,2,1,0,0,
2,268,1,,,,,0,0,0,0,0,0,1,0,0,2,0,0,
2,268,2,3,,25,1,0,2,0,0,0,0,0,0,0,1,0,0,
2,268,2,3,,25,1,0,1,0,0,0,0,0,0,2,0,0,0,
2,268,2,3,,20,1,0,1,0,0,0,0,0,0,0,2,0,0,
2,268,1,,,,,0,0,1,0,0,0,0,0,0,2,0,0,
2,268,2,3,,15,1,0,0,0,0,0,0,0,0,1,0,0,0,
2,268,2,3,,40,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,268,1,,,,,0,0,0,1,0,0,0,0,0,2,0,0,
2,268,2,3,,25,1,0,1,0,0,0,0,0,2,0,0,0,0,
2,268,2,3,,20,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,268,2,3,,30,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,268,1,,,,,0,0,0,0,0,0,1,0,0,2,0,0,
2,268,2,3,,30,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,268,2,3,,15,1,0,0,1,0,0,0,0,0,0,2,0,0,
2,268,2,3,,40,1,0,1,0,0,0,0,0,0,0,2,0,0,
2,268,2,3,,30,1,0,1,0,0,0,0,0,0,0,2,0,0,
2,268,2,3,,35,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,268,1,,,,,0,0,0,0,0,0,1,0,2,0,0,0,
2,268,2,3,,25,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,268,2,3,,25,1,0,0,0,0,0,0,1,0,0,2,0,0,
2,268,2,3,,35,1,0,1,2,0,0,0,0,0,0,0,0,0,
1,269,1,,,,,0,2,0,0,0,0,0,0,0,0,0,1,"Manque d argent fréquent"
1,269,1,,,,,0,0,0,0,0,0,2,0,1,0,0,0,
1,269,2,8,"N existe pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"N existe pas"
1,269,2,8,"existe pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"existe pas"
1,269,2,4,,1,2,0,2,0,0,1,0,0,0,0,0,0,0,
1,269,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,269,1,,,,,0,0,0,0,1,0,0,0,0,0,0,0,
1,269,2,8,"N existe pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"N existe pas"
1,269,2,8,"existe pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"ya na pas"
1,269,2,8,"n existe pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"ya na pas"
1,269,2,4,,1,2,0,1,0,0,2,0,0,0,0,0,0,0,
1,269,1,,,,,0,2,0,0,0,0,0,0,0,1,0,0,
1,269,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
1,269,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,269,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"Problème d emplacement"
1,269,1,,,,,0,1,0,0,0,0,0,0,0,2,0,0,
1,269,2,8,"existe pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"existe pas"
1,269,1,,,,,0,1,0,0,0,0,0,0,0,0,0,2,"effectif pletorique"
1,269,1,,,,,0,1,2,0,0,0,0,0,0,0,0,0,
1,269,2,8,"n existe pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n existe pas"
1,269,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"Manque de d os dâne"
1,269,1,,,,,0,0,0,0,2,0,0,0,0,1,0,0,
1,269,1,,,,,0,0,0,0,1,2,0,0,0,0,0,0,
1,269,1,,,,,0,0,1,0,0,0,0,0,0,0,0,2,"Non fonctionnelle"
1,269,1,,,,,0,0,2,0,1,0,0,0,0,0,0,0,
1,269,1,,,,,0,0,0,0,2,0,0,0,0,1,0,0,
2,270,1,,,,,0,0,0,2,0,0,0,1,0,0,0,0,
2,270,2,1,,20,1,0,1,0,0,0,0,0,0,0,2,0,0,
2,270,1,,,,,0,1,0,0,0,0,0,0,0,0,0,2,"Absence d alphabètisation en lamgues poular"
2,270,1,,,,,0,0,0,0,0,0,0,1,0,0,0,0,
2,270,2,3,,15,1,0,1,0,0,2,0,0,0,0,0,0,0,
2,270,2,3,,35,1,0,1,0,0,0,0,0,2,0,0,0,0,
2,270,2,3,,25,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,270,2,3,,1,2,0,1,2,0,0,0,0,0,0,0,0,0,
2,270,1,,,,,0,1,0,0,0,0,0,0,0,0,0,2,"absence de certificat d accouchement"
2,270,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"Materiel"
2,270,2,4,,35,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,270,2,3,,40,1,0,1,0,0,0,0,2,0,0,0,0,0,
2,270,2,3,,20,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,270,2,3,,15,1,0,1,0,0,0,0,0,2,0,0,0,0,
2,270,2,2,,5,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,270,1,,,,,0,0,0,0,0,0,0,0,1,0,0,2,"toilettes en"
2,270,1,,,,,0,0,0,0,0,0,0,0,2,0,0,1,"ma"
2,270,2,3,,25,1,0,1,2,0,0,0,0,0,0,0,0,0,
2,270,2,1,,5,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,270,2,2,,25,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,270,2,1,,30,1,0,0,1,0,0,0,0,0,0,2,0,0,
2,270,2,1,,35,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,270,1,,,,,0,0,0,0,0,0,0,0,1,0,0,2,"Probleme d Assainissement"
2,270,2,3,,15,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,270,2,2,,5,1,0,0,0,0,0,0,0,0,1,0,0,0,
2,270,2,1,,5,1,0,1,0,0,0,0,0,0,0,0,0,2,"terrain non conventionel"
1,271,2,1,,10,1,0,0,0,0,0,0,0,0,0,0,0,1,"cloture"
1,271,2,4,,40,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,271,2,8,"il n'y a pas",0,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,271,2,4,,40,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,271,2,4,,15,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,271,2,4,,40,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,271,2,4,,40,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,271,2,4,,40,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,271,2,4,,40,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,271,2,4,,15,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,271,2,4,,40,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,271,2,4,,15,1,0,0,0,0,1,0,0,0,0,0,0,0,
1,271,2,4,,15,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,271,2,4,,15,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,271,2,4,,40,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,271,2,4,,40,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,271,2,4,,40,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,271,2,4,,40,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,271,2,4,,40,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,271,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,271,1,,,,,0,0,0,0,1,0,0,0,0,0,0,0,
1,271,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,271,2,1,,15,1,0,0,0,0,0,0,0,0,1,0,0,0,
1,271,2,4,,40,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,271,2,4,,40,1,0,1,0,0,0,0,0,0,0,0,0,0,
1,271,2,4,,40,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,272,2,1,,15,1,0,0,0,0,0,0,0,0,2,1,0,0,
2,272,2,4,,30,1,0,1,0,0,2,0,0,0,0,0,0,0,
2,272,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"LITS ACCOUCHEMENTS ET EQUIPEMENT DE BUREAU"
2,272,2,4,,15,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,272,2,4,,15,1,0,1,0,0,0,0,0,0,0,2,0,0,
2,272,2,4,,15,1,0,1,0,0,0,0,2,0,0,0,0,0,
2,272,1,,,,,0,0,0,0,0,0,0,0,2,0,0,1,"CLIMATISATION"
2,272,2,3,,10,1,0,2,0,0,0,0,0,0,0,1,0,0,
2,272,2,3,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,272,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"ELECTRICITE ET BASCULE"
2,272,2,1,,15,1,0,1,0,0,0,0,0,0,2,0,0,0,
2,272,1,,,,,0,0,0,0,0,0,0,0,2,0,0,1,"EQUIPEMENT ET MATERIAUX"
2,272,2,1,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,272,2,8,"NE SAIT PAS",0,3,1,0,0,0,0,0,0,0,0,0,0,0,
2,272,2,1,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,272,2,1,,15,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,272,2,4,,8,1,0,0,0,0,0,0,1,0,0,2,0,0,
2,272,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,272,2,4,,30,1,0,1,0,0,2,0,0,0,0,0,0,0,
2,272,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,272,2,4,,15,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,272,2,1,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
2,272,1,,,,,0,0,0,0,0,0,0,0,1,0,0,2,"INSUFFISANCE DE NOURRITURE"
2,272,2,4,,20,1,0,1,0,0,2,0,0,0,0,0,0,0,
2,272,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"PAS ENCORE ACTIF"
2,272,2,4,,30,1,0,1,0,0,0,0,0,0,0,2,0,0,
1,273,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,273,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n existe pas"
1,273,1,,,,,0,0,0,0,0,0,0,0,1,0,0,0,
1,273,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,273,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n existe pas"
1,273,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"abris provisoire,mur de cloture,toillette,bloc administratif"
1,273,2,8,"n existe pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,273,1,,,,,0,0,1,0,0,0,0,0,0,0,0,2,"Pas de cloture"
1,273,2,5,,30,1,0,0,1,0,0,0,0,0,0,0,0,2,"Manque d argent"
1,273,2,5,,30,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,273,2,8,"0",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,273,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,273,2,1,,1,2,0,1,0,0,0,0,0,0,0,2,0,0,
1,273,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,273,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,273,2,8,"n existe pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,273,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
1,273,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n escite pas"
1,273,2,5,,30,1,0,0,0,0,0,0,0,0,0,1,0,2,"Route impraticable"
1,273,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,273,2,5,,30,1,0,0,1,0,0,0,0,0,0,0,0,2,"Manque de connexion"
1,273,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,273,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,273,2,5,,30,1,0,0,0,0,0,0,0,0,0,1,0,2,"Route impraticable"
1,273,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
1,273,2,8,"n esciste pas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,"n esciste pas"
2,274,2,4,,25,1,0,1,0,0,0,0,0,0,0,2,0,0,
2,274,2,4,,25,1,0,1,0,0,0,0,0,2,0,0,0,0,
2,274,2,4,,15,1,0,1,0,0,0,0,0,2,0,0,0,0,
2,274,2,8,"NE SAIT PAS",0,3,0,0,0,0,0,0,0,0,0,0,0,1,"NE SAIT PAS"
2,274,2,4,,1,2,0,1,0,0,0,0,0,0,0,2,0,0,
2,274,2,4,,25,1,0,1,0,0,0,0,0,0,0,2,0,0,
2,274,2,4,,1,2,0,1,0,0,0,0,0,2,0,0,0,0,
2,274,2,4,,15,1,0,1,0,0,0,0,0,2,0,0,0,0,
2,274,2,4,,20,1,0,1,0,0,0,0,0,2,0,0,0,0,
2,274,2,4,,1,2,0,1,0,0,0,0,0,2,0,0,0,0,
2,274,2,4,,20,1,0,1,0,0,0,0,0,0,0,0,0,0,
2,274,2,4,,15,1,0,1,0,0,0,0,0,2,0,0,0,0,
2,274,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,
2,274,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,"TROP DE POUSSIERE"
2,274,2,4,,25,1,0,1,0,0,0,0,0,2,0,0,0,0,
2,274,2,4,,25,1,0,1,0,0,2,0,0,0,0,0,0,0,
2,274,2,4,,20,1,0,1,0,0,0,0,0,2,0,0,0,0,
2,274,2,4,,1,2,0,1,0,0,0,0,0,0,0,2,0,0,
2,274,1,,,,,0,0,0,0,0,0,0,0,1,0,0,2,"ELECTRICITE ET CLÔTURE   PAS DE SECURITE"
2,274,2,4,,20,1,0,1,0,0,0,0,0,0,0,0,2,0,
2,274,2,4,,20,1,0,1,0,0,2,0,0,0,0,0,0,0,
2,274,2,4,,25,1,0,1,0,0,0,0,0,2,0,0,0,0,
