"vague","grappe","s00q00","s00q02","s00q03","s00q04__1","s00q04__2","s00q04__3","s00q04__4","s00q04__5","s00q04__6","s00q04__7","s00q04__8","s00q04__9","s00q04__10","s00q04__11","s00q04__12","s00q04_autre","s00q05","s00q06"
1,303,5,1,53,0,1,0,0,0,0,0,0,0,0,0,0,,53,1
1,303,9,1,53,0,1,0,0,0,0,0,0,0,0,0,0,,36,1
1,303,4,2,52,0,0,0,0,0,0,0,0,1,0,0,0,"Presidente groupement feminin",39,2
1,303,8,1,57,0,1,0,0,0,0,0,0,0,0,0,0,,32,1
1,303,11,2,51,0,0,0,0,0,0,0,0,1,0,0,0,"president groupement feminin",50,1
2,304,5,2,60,0,0,0,0,0,0,0,0,0,0,1,0,,60,2
2,304,3,1,60,0,0,0,0,0,0,0,0,1,0,0,0,"hotelier a la retraite",17,2
2,304,7,1,65,0,0,0,0,0,0,0,0,1,0,0,0,"Representant des catholiques du quartier",20,3
2,304,6,1,80,0,0,0,0,0,0,0,0,1,0,0,0,"Habitant du quartier",20,1
2,304,4,2,58,0,0,0,0,0,0,0,0,0,0,1,0,,58,1
2,304,1,1,82,1,0,0,0,0,0,0,0,0,0,0,0,,19,2
2,304,2,1,62,0,0,0,0,0,1,2,0,0,0,0,0,,62,5
1,305,3,2,65,0,0,0,0,0,0,0,0,1,0,0,0,"relais communautaire",60,3
1,305,1,1,75,1,0,0,0,0,0,0,0,0,0,0,0,,75,1
1,305,7,1,66,0,0,0,0,0,0,1,0,0,0,0,0,,60,1
1,305,2,2,72,0,0,0,0,0,0,0,0,0,0,1,0,,65,1
1,305,4,2,40,0,0,0,0,0,0,0,0,1,0,0,0,"relais communautaire",40,4
2,306,2,1,56,0,0,0,0,0,1,0,0,0,0,0,0,,16,3
2,306,3,1,49,0,0,0,0,0,0,0,0,1,0,0,0,"Pêcheur",4,2
2,306,6,1,45,0,0,0,0,0,0,0,0,1,0,0,0,"Pêcheur",8,2
2,306,4,1,59,0,0,0,0,0,0,0,0,1,0,0,0,"ancien maçon",11,1
2,306,5,1,30,0,0,0,0,0,0,0,0,1,0,0,0,"Pêcheur",20,2
2,306,1,1,67,1,0,0,0,0,0,0,0,0,0,0,0,,19,1
1,307,1,1,70,1,0,0,0,0,0,0,0,0,0,0,0,,70,1
1,307,3,1,45,0,0,1,0,0,0,0,0,0,0,0,0,,45,5
1,307,2,2,40,0,0,0,0,0,0,0,0,0,0,1,0,,40,1
1,307,7,2,50,0,0,0,0,0,0,0,0,0,0,1,0,,50,2
1,307,4,2,72,0,1,0,0,0,0,0,0,0,0,0,0,,72,1
1,307,6,1,71,0,1,0,0,0,0,0,0,0,0,0,0,,71,1
1,307,8,1,35,0,0,0,0,0,0,0,0,1,0,0,0,"relais communautaire",35,3
1,307,5,1,70,0,1,0,0,0,0,0,0,0,0,0,0,,70,1
2,308,4,1,43,0,0,0,0,0,1,0,0,0,0,0,0,,43,1
2,308,5,2,29,0,0,0,0,0,0,0,0,1,0,0,0,"membre du village",10,1
2,308,1,1,72,1,0,0,0,0,0,0,0,0,0,0,0,,72,1
2,308,2,1,46,0,0,0,1,0,0,0,0,0,0,0,0,,46,3
2,308,3,2,57,0,0,0,0,0,0,0,0,1,0,0,0,"membre du village",25,1
1,309,3,1,42,0,1,0,0,0,0,0,0,0,0,0,0,,42,2
1,309,4,1,46,0,1,0,0,0,0,0,0,0,0,0,0,,46,1
1,309,9,2,43,0,0,0,0,0,0,0,0,0,1,0,0,,43,4
1,309,8,2,39,0,0,0,0,0,0,0,0,1,0,0,0,"relais communautaire",39,2
1,309,1,1,66,1,0,0,0,0,0,0,0,0,0,0,0,,66,1
1,309,7,2,41,0,0,0,0,0,0,0,0,0,0,1,0,,37,3
1,309,2,1,50,0,1,0,0,0,0,0,0,0,0,0,0,,50,1
1,309,6,1,42,0,1,0,0,0,0,0,0,0,0,0,0,,42,4
1,309,5,1,38,0,1,0,0,0,0,0,0,0,0,0,0,,38,1
2,310,7,1,31,0,0,0,0,0,0,0,0,1,0,0,0,"Etudiant",31,5
2,310,2,1,46,0,0,1,0,0,0,0,0,0,0,0,0,,18,5
2,310,3,1,54,0,0,0,0,1,0,0,0,0,0,0,0,,54,1
2,310,6,1,50,0,0,0,0,1,0,0,0,0,0,0,0,,50,1
2,310,8,2,59,0,0,0,0,0,0,0,0,1,0,0,0,"Menagère",38,1
2,310,1,1,68,1,0,0,0,0,0,0,0,0,0,0,0,,68,2
2,310,5,1,35,0,0,0,0,0,0,0,0,1,0,0,0,"Chauffeur/Membre du village",35,1
2,310,4,1,43,0,0,0,0,0,0,0,0,1,0,0,0,"Chauffeur/ Membre du village",43,1
1,311,4,1,43,0,1,0,0,0,0,0,0,0,0,0,0,,43,1
1,311,3,2,45,0,0,0,1,0,0,0,0,0,0,0,0,,1,4
1,311,2,1,71,0,0,0,0,0,0,0,0,1,0,0,0,"President des parents d'eleves",20,1
1,311,1,1,39,1,0,0,0,0,0,0,0,0,0,0,0,,39,2
2,312,5,1,72,0,0,0,0,0,1,0,0,2,0,0,0,"Cultivateur",72,1
2,312,9,1,68,1,0,0,0,0,0,0,0,2,0,0,0,"Formateur en agro - elevage",65,1
2,312,12,2,68,0,0,0,0,0,0,0,0,0,0,1,0,,55,2
2,312,4,2,42,0,0,0,0,0,0,0,0,0,1,0,0,,42,3
2,312,3,2,66,0,0,0,0,0,0,0,0,1,0,0,0,"Tresoriere association des femmes catholique",66,3
2,312,2,2,62,0,0,0,0,0,0,0,0,0,1,0,0,,40,3
2,312,7,1,69,0,0,0,0,0,0,0,0,1,0,0,0,"cadre d'hebergement hotelerie",63,3
2,312,10,1,63,0,0,0,0,0,0,0,0,1,0,0,0,"Cultivateur",63,1
2,312,8,1,64,0,0,0,0,0,0,0,0,1,0,0,0,"Cultivateur",64,2
2,312,6,1,68,0,0,0,0,0,0,0,0,1,0,0,0,"Hotelerie service d'entretien",25,1
2,312,1,2,45,0,0,0,0,0,0,0,0,0,0,1,0,,40,3
2,312,11,1,63,0,1,0,0,0,0,0,0,0,0,0,0,,63,2
1,313,8,1,71,0,1,0,0,0,0,0,0,0,0,0,0,,71,3
1,313,7,2,34,0,0,0,0,0,0,0,0,1,0,0,0,"agent de tenue",3,4
1,313,3,1,40,0,0,0,0,0,1,0,0,0,0,0,0,,3,3
1,313,6,1,32,0,0,0,0,0,0,0,0,1,0,0,0,"REPRESENTENT de l'ASC",3,3
1,313,5,1,69,0,1,0,0,0,0,0,0,0,0,0,0,,69,3
1,313,2,1,79,1,0,0,0,0,0,0,0,0,0,0,0,,79,1
1,313,4,1,70,0,1,0,0,0,0,0,0,0,0,0,0,,70,2
2,314,7,1,56,0,0,0,0,1,0,0,0,0,0,0,0,,56,4
2,314,2,1,35,0,0,0,0,0,0,0,0,2,0,0,1,"president de l'asc",35,5
2,314,9,1,53,0,0,0,0,1,0,0,0,0,0,0,0,,53,2
2,314,3,1,47,0,0,0,0,0,0,0,0,1,0,0,0,"membre du village",47,2
2,314,10,1,31,0,0,0,0,0,0,0,0,1,0,0,0,"habitant du village",31,1
2,314,8,1,53,0,1,0,0,0,0,0,0,0,0,0,0,,53,2
2,314,6,1,51,0,0,0,0,1,0,0,0,0,0,0,0,,51,2
2,314,5,1,59,0,0,0,0,0,0,0,0,1,0,0,0,"habitant du village",59,1
2,314,4,1,59,0,0,0,0,0,0,0,0,1,0,0,0,"President comite de development sanitaire",59,1
2,314,1,1,64,1,0,0,0,0,0,0,0,0,0,0,0,,64,1
1,315,7,1,53,0,0,1,0,0,0,0,0,0,0,0,0,,5,5
1,315,3,1,65,0,0,0,0,0,0,1,0,0,0,0,0,,20,1
1,315,6,1,47,0,0,0,0,0,0,0,1,0,0,0,0,,21,1
1,315,9,1,32,0,0,0,0,0,0,0,0,1,0,0,0,"Membre de l'association sportif",32,5
1,315,5,2,44,0,0,0,1,0,0,0,0,0,0,0,0,,3,4
1,315,4,2,30,0,2,0,1,0,0,0,0,0,0,0,0,,19,4
1,315,1,1,67,1,0,0,0,0,0,0,0,0,0,0,0,,67,2
1,315,8,2,38,0,0,1,0,0,0,0,0,0,2,0,0,,38,4
1,315,2,1,28,0,0,0,0,0,0,0,0,1,0,0,0,"membre d'association et developpement",28,4
2,316,4,2,60,0,0,0,0,0,0,0,0,2,0,1,0,"membre gie  , agent municipal , relais",37,4
2,316,1,1,62,1,0,0,0,0,0,0,0,0,0,0,0,,40,2
2,316,3,1,54,0,0,1,0,0,0,0,0,0,0,0,0,,5,5
2,316,2,1,54,0,0,0,0,0,0,0,0,1,0,0,0,"agriculure",54,1
1,317,3,1,35,0,0,0,0,0,0,0,0,1,0,0,0,"DELEGUE VILLAGE",35,2
1,317,5,1,40,0,0,0,0,0,0,0,0,1,0,0,0,"fils du chef de village de palam rock",40,1
1,317,2,1,57,0,0,0,0,0,0,0,0,1,0,0,0,"CULTIVATEUR",57,1
1,317,6,2,44,0,0,0,0,0,0,0,0,1,0,0,0,"relee",22,2
1,317,4,1,53,0,0,0,0,0,0,0,0,1,0,0,0,"Adjoin chef de village",53,2
1,317,1,1,59,1,0,0,0,0,0,0,0,0,0,0,0,,59,4
1,317,7,2,27,0,0,0,0,0,0,0,0,1,0,0,0,"sous secretaire asc",27,5
2,318,4,2,70,0,0,0,0,0,0,0,0,0,0,1,0,,70,1
2,318,1,1,45,0,0,0,0,0,0,0,0,1,0,0,0,"adjoint chef de village",45,1
2,318,7,1,70,0,1,0,0,0,0,0,0,0,0,0,0,,70,1
2,318,2,2,65,0,0,0,0,0,0,0,0,1,0,0,0,"presidente groupement feminin",44,1
2,318,3,2,57,0,0,0,0,0,0,0,0,1,0,0,0,"adjointe groupement feminin",57,1
2,318,6,1,48,0,0,0,0,0,0,0,0,0,1,0,0,,39,2
2,318,5,2,32,0,0,0,0,0,0,0,0,2,1,0,0,"relais communautaire",32,4
1,319,1,1,80,1,0,0,0,0,0,0,0,0,0,0,0,,80,1
1,319,3,1,51,0,0,0,0,0,0,0,0,1,0,0,0,"REPRESENTENT CHEF DE VILLAGE",11,1
1,319,6,2,35,0,0,0,0,0,1,0,0,0,0,0,0,,1,1
1,319,5,1,69,0,0,0,0,0,0,0,0,1,0,0,0,"CULTIVATEUR",6,1
1,319,4,1,64,0,0,0,0,0,0,0,0,1,0,0,0,"Cultivateur",7,1
1,319,2,1,72,0,0,0,0,0,1,0,0,0,0,0,0,,16,1
2,320,11,1,61,0,1,0,0,0,0,0,0,0,0,0,0,,41,1
2,320,4,1,65,0,1,0,0,0,0,0,0,0,0,0,0,,45,1
2,320,9,1,66,0,1,0,0,0,0,2,0,0,0,0,0,,44,1
2,320,12,1,60,0,1,0,0,0,0,0,0,0,0,0,0,,49,1
2,320,7,2,24,0,0,0,0,0,0,0,0,1,2,0,0,"relais communautaire",24,4
2,320,3,1,79,0,1,0,0,0,0,2,0,0,0,0,0,,55,1
2,320,5,1,59,0,1,0,0,0,0,0,0,0,0,0,0,,40,1
2,320,14,2,35,0,0,0,0,0,0,0,0,0,2,1,0,,18,1
2,320,2,1,67,0,1,0,0,0,0,0,0,0,0,0,0,,50,1
2,320,10,2,46,0,0,0,0,0,0,0,0,0,0,1,0,,36,1
2,320,13,2,62,0,0,0,0,0,0,0,0,2,0,1,0,"vice presidente groupement feminin",62,1
2,320,1,1,88,1,0,0,0,0,0,0,0,0,0,0,0,,60,1
2,320,6,2,51,0,0,0,0,0,0,0,0,1,0,0,0,"presidente groupement feminin",38,1
2,320,15,1,60,0,1,0,0,0,0,0,0,0,0,0,0,,25,1
2,320,8,1,42,0,1,0,0,0,0,0,0,2,0,0,0,"representant jeunesse",30,1
1,321,2,2,61,0,0,0,0,0,0,0,0,1,0,0,0,"Presidente groupement",30,2
1,321,8,1,25,0,0,0,0,0,0,0,0,1,0,0,0,"REPRESENTENT DES JEUNES",25,5
1,321,6,2,36,0,0,1,0,0,0,0,0,0,0,0,0,,7,3
1,321,7,1,62,0,0,0,0,0,0,0,0,1,0,0,0,"cultivateur",62,2
1,321,5,2,51,0,0,0,0,0,0,0,0,1,0,0,0,"asc matrone",19,2
1,321,3,2,45,0,0,1,0,0,0,0,0,0,0,0,0,,20,3
1,321,1,2,35,0,0,0,0,0,0,0,0,1,0,0,0,"CONSEILLIERE",35,2
1,321,4,2,65,0,0,0,0,0,0,0,0,1,0,0,0,"Presidente groupement",65,1
2,322,2,1,70,0,0,0,0,0,0,0,0,1,0,0,0,"Ouvrier à la retraite",70,1
2,322,6,1,70,0,0,0,0,0,0,0,0,1,0,0,0,"ancien cultivateur",70,2
2,322,11,1,81,0,0,0,0,0,0,0,0,1,0,0,0,"Electricien",81,1
2,322,10,1,75,0,0,0,0,0,1,0,0,0,0,0,0,,75,2
2,322,7,1,65,1,0,0,0,0,0,0,0,2,0,0,0,"Commerçant",65,4
2,322,1,1,73,0,0,0,0,0,0,0,0,1,0,0,0,"Commerçant",73,1
2,322,5,1,77,0,1,0,0,0,0,0,0,0,0,0,0,,77,2
2,322,9,1,81,0,0,0,0,0,1,0,0,2,0,0,0,"Agent de Planing au CISMAR",81,2
2,322,3,1,60,0,0,0,0,0,0,0,0,1,0,0,0,"Ouvrier au CSS",5,1
2,322,4,1,50,0,0,0,0,0,0,0,0,1,0,0,0,"Cultivateur a la retraite",50,1
2,322,8,1,81,0,0,0,0,0,0,1,0,0,0,0,0,,81,1
1,323,7,1,75,1,0,0,0,0,0,0,0,0,0,0,0,,70,1
1,323,8,1,40,0,0,0,1,0,0,0,0,0,0,0,0,,3,5
1,323,6,1,75,0,0,0,0,0,0,0,0,1,0,0,0,"Imam",53,1
1,323,1,1,60,0,0,0,0,0,0,0,0,1,0,0,0,"Représentant de l église",40,3
1,323,4,2,63,0,0,0,0,0,0,0,0,1,0,0,0,"Présidente des Bajënu gox",18,3
1,323,2,1,58,0,0,0,0,0,0,0,0,1,0,0,0,"auteur communautaire",58,5
1,323,5,1,54,0,0,1,0,0,0,0,0,0,0,0,0,,43,4
1,323,3,2,58,0,0,0,0,0,0,0,0,1,0,0,0,"Présidente des relais communautaires",58,3
2,324,2,2,73,0,0,0,0,0,0,0,0,0,0,1,0,,30,1
2,324,5,1,45,0,1,0,0,0,0,0,0,0,0,0,0,,42,2
2,324,4,1,59,0,0,1,0,0,0,0,0,0,0,0,0,,7,5
2,324,1,1,66,1,0,0,0,0,0,0,0,0,0,0,0,,42,3
2,324,3,1,51,0,1,0,0,0,0,0,0,0,0,0,0,,51,2
1,325,3,1,78,0,0,0,0,0,0,0,0,1,0,0,0,"Représentant DQ auprès des religieux",78,5
1,325,1,1,85,1,0,0,0,0,0,0,0,0,0,0,0,,85,2
1,325,6,2,56,0,0,0,0,0,0,0,0,1,0,0,0,"Présidente GPF",56,4
1,325,5,1,78,0,1,0,0,0,0,0,0,0,0,0,0,,78,5
1,325,4,1,70,0,0,0,0,0,0,0,0,1,0,0,0,"Cordonateur",70,4
1,325,7,1,60,0,0,0,0,0,0,0,0,1,0,0,0,"Agent municipal",60,3
1,325,2,2,66,0,0,0,0,0,0,0,0,0,0,1,0,,66,3
2,326,1,1,80,1,0,0,0,0,0,0,0,0,0,0,0,,59,2
1,327,2,1,48,0,0,0,0,0,0,0,0,1,0,0,0,"represenrent de l'imam",48,4
1,327,4,2,64,0,0,0,0,0,0,0,0,0,0,1,0,,62,2
1,327,3,1,52,0,0,0,1,0,0,0,0,0,0,0,0,,52,3
1,327,1,1,61,1,0,0,0,0,0,0,0,0,0,0,0,,61,2
1,327,5,1,42,0,0,0,0,0,0,0,0,1,0,0,0,"Responsable ASC",42,2
2,328,2,2,30,0,0,0,0,0,0,0,0,0,1,0,0,,8,2
2,328,4,2,47,0,0,0,1,0,0,0,0,0,0,0,0,,19,3
2,328,1,1,88,1,0,0,0,0,0,0,0,0,0,0,0,,21,1
2,328,3,2,62,0,0,0,0,0,0,0,0,0,0,1,0,,47,2
2,328,8,1,35,0,0,0,0,0,0,0,0,1,0,0,0,"representant jeunesse",35,2
2,328,5,2,67,0,0,0,0,0,0,0,0,1,0,0,0,"presidente femme",32,2
2,328,7,1,49,0,0,0,0,0,0,0,0,1,0,0,0,"directeur d ecole",12,4
2,328,6,1,51,0,0,1,0,0,0,0,0,0,0,0,0,,33,3
1,329,1,1,71,1,0,0,0,0,0,0,0,0,0,0,0,,16,3
1,329,8,2,26,0,0,0,0,0,0,0,0,1,0,0,0,"Habitant de Route de Dakar 2",16,2
1,329,3,2,46,0,0,0,1,0,0,0,0,0,0,0,0,,10,5
1,329,2,2,53,0,0,0,0,0,0,0,0,0,0,1,0,,16,4
1,329,4,1,63,0,0,0,0,0,0,0,0,1,0,0,0,"Président de l Association des Habitants de Route de Dakar 2",11,4
1,329,5,2,65,0,0,0,0,0,0,0,0,1,0,0,0,"Membre de l association des femmes",16,1
1,329,7,2,33,0,0,0,0,0,0,0,0,1,0,0,0,"Habitant de Route de Dakar 2",16,3
1,329,6,1,21,0,0,0,0,0,0,0,0,1,0,0,0,"Habitant de Route de Dakar 2",16,5
2,330,8,2,69,0,1,0,0,0,0,0,0,0,0,2,0,,50,4
2,330,9,1,50,0,1,0,0,0,0,0,0,0,0,0,0,,39,3
2,330,1,1,55,1,0,0,0,0,0,0,0,0,0,0,0,,22,3
2,330,6,1,73,0,1,0,0,0,0,0,0,0,0,0,0,,60,5
2,330,5,1,35,0,0,0,0,0,0,0,0,1,0,0,0,"ENTRAINEUR ASC WALIDANE",35,3
2,330,7,1,45,0,0,0,0,0,0,0,0,1,0,0,0,"PRESIDENT ASC WALIDANE",45,4
2,330,4,2,64,0,1,0,0,0,0,0,0,0,2,0,0,,60,3
2,330,2,1,63,0,1,0,0,0,0,0,0,0,0,0,0,,63,5
2,330,3,2,48,0,0,0,0,0,0,0,0,0,1,2,0,,48,2
1,331,6,1,41,0,0,0,0,0,0,0,0,1,0,0,0,"Représentant des jeunes de l ASC",41,3
1,331,7,2,52,0,0,0,0,0,0,0,0,0,0,1,0,,33,3
1,331,3,1,87,0,1,0,0,0,0,0,0,0,0,0,0,,42,1
1,331,2,1,68,0,0,0,0,0,0,0,0,1,0,0,0,"Adjoint délégué de quartier",31,5
1,331,1,1,72,1,0,0,0,0,0,0,0,0,0,0,0,,68,4
1,331,4,2,57,0,0,0,1,0,0,0,0,0,0,0,0,,57,3
1,331,5,2,60,0,0,0,0,0,0,0,0,0,1,0,0,,30,4
2,332,2,2,61,0,0,0,0,0,0,0,0,0,1,0,0,,61,2
2,332,1,1,76,1,0,0,0,0,0,0,0,0,0,0,0,,19,5
2,332,3,2,50,0,0,0,0,0,0,0,0,0,1,0,0,,50,1
1,333,3,1,63,0,1,0,0,0,0,0,0,0,0,0,0,,51,3
1,333,8,1,70,0,0,0,0,0,0,0,0,1,0,0,0,"Reporter à la radio",70,2
1,333,10,1,55,0,0,0,0,0,0,1,0,0,0,0,0,,55,1
1,333,11,1,76,0,0,0,0,0,0,0,0,1,0,0,0,"Enseignant école coranique",63,4
1,333,7,2,50,0,0,0,0,0,0,0,0,1,0,0,0,"habitants de Fogny",50,1
1,333,13,2,58,0,0,0,0,0,0,0,0,1,0,0,0,"Représentante Bajënu gox",56,2
1,333,5,1,74,0,1,0,0,0,0,0,0,0,0,0,0,,69,3
1,333,6,1,74,0,1,0,0,0,0,0,0,0,0,0,0,,53,3
1,333,1,2,62,1,0,0,0,0,0,0,0,0,0,0,0,,62,2
1,333,14,2,39,0,0,0,0,0,0,0,0,1,0,0,0,"membre de GPF",11,1
1,333,4,1,48,0,0,0,0,0,0,0,0,1,0,0,0,"habitants de Fogny",48,4
1,333,15,2,43,0,0,0,0,0,0,0,0,1,0,0,0,"habitants de Fogny",16,1
1,333,2,2,56,0,0,0,0,0,0,0,0,1,0,0,0,"habitants de Fogny",56,1
1,333,9,1,68,0,1,0,0,0,0,0,0,0,0,0,0,,36,3
1,333,12,2,59,0,0,0,0,0,0,0,0,1,0,0,0,"habitants de Fogny",25,1
2,334,3,2,47,0,0,0,0,0,0,0,0,2,1,0,0,"relais communautaire",5,3
2,334,7,2,63,0,0,0,0,0,0,0,0,1,0,0,0,"presidente groupement feminin",49,2
2,334,8,1,70,0,0,0,0,0,0,1,0,0,0,0,0,,50,1
2,334,4,1,58,0,0,0,0,0,0,0,0,1,0,0,0,"agent mairie",28,4
2,334,2,2,61,0,0,0,0,0,0,0,0,0,0,1,0,,57,2
2,334,5,1,44,0,0,0,0,0,0,0,0,1,0,0,0,"secretaire general asc gounass",32,5
2,334,1,1,74,1,0,0,0,0,0,0,0,0,0,0,0,,62,4
1,335,13,2,52,0,0,0,0,0,0,0,0,1,0,0,0,"Présidente GPF",52,1
1,335,8,1,57,0,0,0,0,0,0,0,0,1,0,0,0,"Imam de Gouye yette",57,1
1,335,7,1,46,0,0,0,0,0,0,0,0,1,0,0,0,"Président des parents d élèves",46,1
1,335,6,2,30,0,0,0,0,0,0,0,0,1,0,0,0,"Présidente GIE",8,4
1,335,3,2,59,0,0,0,0,0,0,0,0,0,1,0,0,,59,1
1,335,14,2,45,0,0,0,0,0,0,0,0,0,0,1,0,,30,1
1,335,12,1,24,0,0,0,0,0,0,0,0,1,0,0,0,"Président Association des jeunes de Gouye yette",24,4
1,335,11,1,46,0,0,0,0,0,0,0,0,1,0,0,0,"Président ASC Yette",46,4
1,335,15,1,35,0,0,0,0,0,0,0,0,1,0,0,0,"Président des jeunes de Sinou Mbarick",35,5
1,335,9,1,46,0,0,0,0,0,0,0,0,1,0,0,0,"Imam Sinou Mbarick",46,4
1,335,4,2,65,0,0,0,0,0,0,0,0,1,0,0,0,"Présidente GPF",65,1
1,335,5,1,48,0,0,0,0,0,0,0,0,1,0,0,0,"conseiller municipal",48,2
1,335,1,1,47,0,0,1,0,0,0,0,0,0,0,0,0,,8,4
1,335,2,1,26,0,0,0,0,0,0,0,0,1,0,0,0,"Porte parole du chef de village",26,4
1,335,10,1,62,0,0,0,0,0,0,0,0,1,0,0,0,"Président des parents d élèves de Sinou Mbarick",62,1
2,336,3,1,52,0,1,0,0,0,0,0,0,0,0,0,0,,52,1
2,336,4,2,45,0,0,0,0,0,0,0,0,1,0,0,0,"presidente groupement de femmes",45,1
2,336,2,1,53,0,0,0,0,0,0,0,0,0,1,0,0,,53,1
2,336,1,1,66,1,0,0,0,0,0,0,0,0,0,0,0,,66,1
2,336,5,1,38,0,0,0,0,0,0,0,0,1,0,0,0,"president jeunesse",38,1
1,337,9,2,60,0,0,0,0,0,0,0,0,1,0,0,0,"Présidente UGPF",51,2
1,337,4,2,42,0,0,0,0,0,0,0,0,1,0,0,0,"Relais communautaire",42,2
1,337,6,1,79,0,0,0,0,0,0,0,0,1,0,0,0,"Imam à Darou Khoudoss",56,1
1,337,3,2,33,0,0,0,0,0,0,0,0,1,0,0,0,"habitants de Darou Khoudoss",33,2
1,337,1,1,63,1,0,0,0,0,0,0,0,0,0,0,0,,44,1
1,337,8,2,18,0,0,0,0,0,0,0,0,1,0,0,0,"Représentante conseiller municipal",18,3
1,337,2,1,55,0,0,0,0,0,0,0,0,1,0,0,0,"Président des parents d élèves",55,3
1,337,5,1,46,0,0,0,0,0,0,0,0,1,0,0,0,"Président des jeunes à Darou Khoudoss",46,4
1,337,7,2,48,0,0,0,0,0,0,0,0,1,0,0,0,"Relais communautaire",48,3
2,338,4,1,65,0,1,0,0,0,0,0,0,0,0,0,0,,65,1
2,338,3,2,48,0,0,0,0,0,0,0,0,0,0,1,0,,30,1
2,338,2,1,50,0,1,0,0,0,0,0,0,0,0,0,0,,50,1
2,338,5,2,43,0,0,0,0,0,0,0,0,0,1,0,0,,28,1
2,338,6,1,56,0,0,0,0,0,0,0,0,1,0,0,0,"PRESIDENT JEUNESSE",45,1
2,338,1,1,85,1,0,0,0,0,0,0,0,0,0,0,0,,85,1
1,339,14,1,22,0,0,0,0,0,0,0,0,1,0,0,0,"représentant des jeunes de Mbadié.",22,1
1,339,2,2,62,0,0,0,0,0,0,0,0,1,0,0,0,"matrone case de santé",42,1
1,339,3,1,44,0,0,0,0,0,0,0,0,1,0,0,0,"représentant des jeunes de Youye",44,1
1,339,7,1,47,0,0,0,0,0,0,1,0,0,0,0,0,,31,1
1,339,15,2,55,0,0,0,0,0,0,0,0,0,0,1,0,,55,1
1,339,13,1,28,0,0,0,0,0,0,0,0,1,0,0,0,"Représentant du cv de  Mbadié",28,2
1,339,5,2,67,0,0,0,0,0,0,0,0,1,0,0,0,"Présidente GPF à Youye.",67,1
1,339,11,1,70,1,0,0,0,0,0,0,0,0,0,0,0,,70,1
1,339,12,1,80,0,0,0,0,0,0,0,0,1,0,0,0,"habitant de Gouyard 1",20,1
1,339,1,1,64,1,0,0,0,0,0,0,0,0,0,0,0,,64,2
1,339,4,1,67,0,0,0,0,0,0,0,0,1,0,0,0,"Président des parents d élèves de Youye",67,2
1,339,6,1,62,1,0,0,0,0,0,0,0,0,0,0,0,,41,1
1,339,10,2,60,0,0,0,0,0,0,0,0,1,0,0,0,"habitant de Youye.",40,1
1,339,8,1,59,0,0,0,0,0,0,0,0,1,0,0,0,"habitant Darou Gouyard.",59,2
1,339,9,1,40,0,0,0,0,0,0,0,0,1,0,0,0,"habitant de Youye.",40,2
2,340,3,1,50,1,0,0,0,0,0,0,0,0,0,0,0,,30,1
2,340,8,1,72,0,1,0,0,0,0,0,0,0,0,0,0,,40,1
2,340,5,2,52,0,0,0,0,0,0,0,0,0,0,1,0,,52,1
2,340,7,1,37,0,0,0,0,0,0,0,0,0,1,0,0,,30,1
2,340,6,2,55,0,0,0,0,0,0,0,0,1,0,0,0,"matronne",32,1
2,340,2,1,72,1,0,0,0,0,0,0,0,0,0,0,0,,55,1
2,340,1,1,80,1,0,0,0,0,0,0,0,0,0,0,0,,58,1
2,340,4,1,65,0,0,0,0,0,0,1,0,0,0,0,0,,62,1
1,341,3,1,47,0,1,0,0,0,0,0,0,0,0,0,0,,47,2
1,341,1,1,89,1,0,0,0,0,0,0,0,0,0,0,0,,89,1
1,341,5,2,57,0,0,0,0,0,0,0,0,2,0,1,0,"matronne",57,1
1,341,4,1,46,0,0,0,0,0,0,1,0,0,0,0,0,,45,1
1,341,2,1,44,0,0,2,0,0,0,0,0,1,0,0,0,"representant des agriculteurs et des jeunes",44,4
2,342,4,1,76,0,1,0,0,0,0,2,0,0,0,0,0,,76,1
2,342,6,1,40,0,0,0,0,0,0,0,0,1,0,0,0,"REPRESENTANT JEUNESSE",40,1
2,342,3,1,63,0,1,0,0,0,0,0,0,0,0,0,0,,63,1
2,342,2,2,59,0,0,0,0,0,0,0,0,0,2,1,0,,59,1
2,342,5,1,86,0,1,0,0,0,0,0,0,0,0,0,0,,86,1
2,342,1,1,89,1,0,0,0,0,0,0,0,0,0,0,0,,89,1
1,343,4,1,57,0,0,1,0,0,0,0,0,2,0,0,0,"adjoint chef de quartier",51,5
1,343,2,2,52,0,0,0,0,0,0,0,0,0,1,0,0,,36,2
1,343,5,1,49,0,1,2,0,0,0,0,0,0,0,0,0,,49,5
1,343,3,1,61,0,1,0,0,0,0,0,0,2,0,0,0,"president  des Parents  d'eleves",61,4
1,343,1,2,59,0,0,0,0,0,0,0,0,2,0,1,0,"presidente groupement feminine",53,3
2,344,3,2,51,0,0,0,0,0,0,0,0,1,0,0,0,"RELAIS COMMUNAUTAIRE",25,5
2,344,4,2,46,0,0,1,0,0,0,0,0,0,0,0,0,,33,4
2,344,5,2,67,0,0,0,0,0,0,0,0,0,0,1,0,,47,3
2,344,1,1,81,1,0,0,0,0,0,0,0,0,0,0,0,,71,1
2,344,2,1,76,0,1,0,0,0,0,0,0,0,0,0,0,,15,3
2,344,8,1,51,0,0,0,0,1,0,0,0,0,0,0,0,,25,3
2,344,7,1,42,0,0,0,1,0,0,0,0,0,0,0,0,,10,5
